no,time,src,src_port,dst,dst_port,protocol,length,info
170,10.201344,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
171,10.20288,192.168.80.16,33757,192.168.80.17,445,TCP,74,33757 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208464 TSecr=0 WS=128
172,10.203067,192.168.80.17,445,192.168.80.16,33757,TCP,74,"445 -> 33757 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81751 TSecr=2580208464"
173,10.203292,192.168.80.16,33757,192.168.80.17,445,TCP,66,33757 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208465 TSecr=81751
174,10.203828,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
175,10.205915,192.168.80.16,46399,192.168.80.17,445,TCP,74,46399 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208467 TSecr=0 WS=128
176,10.206436,192.168.80.17,445,192.168.80.16,46399,TCP,74,"445 -> 46399 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81752 TSecr=2580208467"
177,10.206649,192.168.80.16,46399,192.168.80.17,445,TCP,66,46399 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208468 TSecr=81752
178,10.207002,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
179,10.207469,192.168.80.16,38671,192.168.80.17,445,TCP,74,38671 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208469 TSecr=0 WS=128
180,10.207608,192.168.80.17,445,192.168.80.16,38671,TCP,74,"445 -> 38671 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81752 TSecr=2580208469"
181,10.207732,192.168.80.16,38671,192.168.80.17,445,TCP,66,38671 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208469 TSecr=81752
182,10.20797,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
183,10.209058,192.168.80.16,46793,192.168.80.17,445,TCP,74,46793 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208470 TSecr=0 WS=128
184,10.209364,192.168.80.17,445,192.168.80.16,46793,TCP,74,"445 -> 46793 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81752 TSecr=2580208470"
185,10.20962,192.168.80.16,46793,192.168.80.17,445,TCP,66,46793 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208471 TSecr=81752
186,10.210639,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
187,10.212161,192.168.80.16,40065,192.168.80.17,445,TCP,74,40065 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208473 TSecr=0 WS=128
188,10.212417,192.168.80.17,445,192.168.80.16,40065,TCP,74,"445 -> 40065 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81752 TSecr=2580208473"
189,10.212583,192.168.80.16,40065,192.168.80.17,445,TCP,66,40065 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208474 TSecr=81752
190,10.21343,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
191,10.214136,192.168.80.16,37219,192.168.80.17,445,TCP,74,37219 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208475 TSecr=0 WS=128
192,10.214267,192.168.80.17,445,192.168.80.16,37219,TCP,74,"445 -> 37219 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81752 TSecr=2580208475"
193,10.21436,192.168.80.16,37219,192.168.80.17,445,TCP,66,37219 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208476 TSecr=81752
194,10.214613,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
195,10.215108,192.168.80.16,38491,192.168.80.17,445,TCP,74,38491 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208476 TSecr=0 WS=128
196,10.21523,192.168.80.17,445,192.168.80.16,38491,TCP,74,"445 -> 38491 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81753 TSecr=2580208476"
197,10.215319,192.168.80.16,38491,192.168.80.17,445,TCP,66,38491 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208477 TSecr=81753
198,10.215566,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
199,10.216004,192.168.80.16,38951,192.168.80.17,445,TCP,74,38951 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208477 TSecr=0 WS=128
200,10.216106,192.168.80.17,445,192.168.80.16,38951,TCP,74,"445 -> 38951 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81753 TSecr=2580208477"
201,10.216203,192.168.80.16,38951,192.168.80.17,445,TCP,66,38951 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208478 TSecr=81753
202,10.216379,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
203,10.216805,192.168.80.16,42577,192.168.80.17,445,TCP,74,42577 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208478 TSecr=0 WS=128
204,10.216953,192.168.80.17,445,192.168.80.16,42577,TCP,74,"445 -> 42577 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81753 TSecr=2580208478"
205,10.217081,192.168.80.16,42577,192.168.80.17,445,TCP,66,42577 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208478 TSecr=81753
206,10.218471,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
207,10.219132,192.168.80.16,43009,192.168.80.17,445,TCP,74,43009 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208480 TSecr=0 WS=128
208,10.219292,192.168.80.17,445,192.168.80.16,43009,TCP,74,"445 -> 43009 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81753 TSecr=2580208480"
209,10.219395,192.168.80.16,43009,192.168.80.17,445,TCP,66,43009 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208481 TSecr=81753
210,10.21961,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
211,10.2201,192.168.80.16,41991,192.168.80.17,445,TCP,74,41991 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208481 TSecr=0 WS=128
212,10.220298,192.168.80.17,445,192.168.80.16,41991,TCP,74,"445 -> 41991 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81753 TSecr=2580208481"
213,10.220401,192.168.80.16,41991,192.168.80.17,445,TCP,66,41991 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208482 TSecr=81753
214,10.220705,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
215,10.221273,192.168.80.16,35101,192.168.80.17,445,TCP,74,35101 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208483 TSecr=0 WS=128
216,10.221427,192.168.80.17,445,192.168.80.16,35101,TCP,74,"445 -> 35101 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81753 TSecr=2580208483"
217,10.221558,192.168.80.16,35101,192.168.80.17,445,TCP,66,35101 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208483 TSecr=81753
218,10.223394,192.168.80.16,,192.168.80.17,,SMB,117,Negotiate Protocol Request
219,10.223818,192.168.80.17,,192.168.80.16,,SMB,197,Negotiate Protocol Response
220,10.22734,192.168.80.16,37997,192.168.80.17,445,TCP,66,37997 -> 445 [ACK] Seq=63695 Ack=429 Win=64128 Len=0 TSval=2580208489 TSecr=81749
221,10.227382,192.168.80.16,35101,192.168.80.17,445,TCP,66,35101 -> 445 [ACK] Seq=52 Ack=132 Win=64128 Len=0 TSval=2580208486 TSecr=81753
222,10.231465,192.168.80.16,,192.168.80.17,,SMB,151,Session Setup AndX Request
223,10.231731,192.168.80.17,,192.168.80.16,,SMB,213,Session Setup AndX Response
224,10.232091,192.168.80.16,35101,192.168.80.17,445,TCP,66,35101 -> 445 [ACK] Seq=137 Ack=279 Win=64128 Len=0 TSval=2580208493 TSecr=81754
225,10.233324,192.168.80.16,36371,192.168.80.17,445,TCP,66,"36371 -> 445 [FIN, ACK] Seq=137 Ack=381 Win=64128 Len=0 TSval=2580208495 TSecr=81751"
226,10.233518,192.168.80.17,445,192.168.80.16,36371,TCP,66,445 -> 36371 [ACK] Seq=381 Ack=138 Win=66304 Len=0 TSval=81754 TSecr=2580208495
227,10.233795,192.168.80.17,445,192.168.80.16,36371,TCP,54,"445 -> 36371 [RST, ACK] Seq=381 Ack=138 Win=0 Len=0"
228,10.235352,192.168.80.16,38293,192.168.80.17,445,TCP,74,38293 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208497 TSecr=0 WS=128
229,10.235563,192.168.80.17,445,192.168.80.16,38293,TCP,74,"445 -> 38293 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81755 TSecr=2580208497"
230,10.235906,192.168.80.16,38293,192.168.80.17,445,TCP,66,38293 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208497 TSecr=81755
231,10.236295,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
232,10.236978,192.168.80.16,46377,192.168.80.17,445,TCP,74,46377 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208498 TSecr=0 WS=128
233,10.237129,192.168.80.17,445,192.168.80.16,46377,TCP,74,"445 -> 46377 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81755 TSecr=2580208498"
234,10.237228,192.168.80.16,46377,192.168.80.17,445,TCP,66,46377 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208499 TSecr=81755
235,10.237484,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
236,10.237884,192.168.80.16,36257,192.168.80.17,445,TCP,74,36257 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208499 TSecr=0 WS=128
237,10.23799,192.168.80.17,445,192.168.80.16,36257,TCP,74,"445 -> 36257 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81755 TSecr=2580208499"
238,10.238084,192.168.80.16,36257,192.168.80.17,445,TCP,66,36257 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208499 TSecr=81755
239,10.238282,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
240,10.238675,192.168.80.16,42313,192.168.80.17,445,TCP,74,42313 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208500 TSecr=0 WS=128
241,10.238763,192.168.80.17,445,192.168.80.16,42313,TCP,74,"445 -> 42313 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81755 TSecr=2580208500"
242,10.238839,192.168.80.16,42313,192.168.80.17,445,TCP,66,42313 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208500 TSecr=81755
243,10.239078,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
244,10.239581,192.168.80.16,38397,192.168.80.17,445,TCP,74,38397 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208501 TSecr=0 WS=128
245,10.239724,192.168.80.17,445,192.168.80.16,38397,TCP,74,"445 -> 38397 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81755 TSecr=2580208501"
246,10.23983,192.168.80.16,38397,192.168.80.17,445,TCP,66,38397 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208501 TSecr=81755
247,10.240387,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
248,10.241093,192.168.80.16,45021,192.168.80.17,445,TCP,74,45021 -> 445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2580208502 TSecr=0 WS=128
249,10.241249,192.168.80.17,445,192.168.80.16,45021,TCP,74,"445 -> 45021 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=81755 TSecr=2580208502"
250,10.241356,192.168.80.16,45021,192.168.80.17,445,TCP,66,45021 -> 445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2580208503 TSecr=81755
251,10.243322,192.168.80.16,Session,192.168.80.17,[TCP,TCP,198,Session message [TCP segment of a reassembled PDU]
252,10.24433,192.168.80.16,35101,192.168.80.17,445,TCP,66,"35101 -> 445 [FIN, ACK] Seq=137 Ack=279 Win=64128 Len=0 TSval=2580208506 TSecr=81754"
253,10.244563,192.168.80.17,445,192.168.80.16,35101,TCP,66,445 -> 35101 [ACK] Seq=279 Ack=138 Win=66304 Len=0 TSval=81755 TSecr=2580208506
254,10.245291,192.168.80.17,445,192.168.80.16,35101,TCP,54,"445 -> 35101 [RST, ACK] Seq=279 Ack=138 Win=0 Len=0"
255,10.247724,192.168.80.16,Session,192.168.80.17,[TCP,TCP,1514,Session message [TCP segment of a reassembled PDU]
256,10.247754,192.168.80.16,37997,192.168.80.17,445,TCP,1514,"37997 -> 445 [PSH, ACK] Seq=65143 Ack=429 Win=64128 Len=1448 TSval=2580208509 TSecr=81749 [TCP segment of a reassembled PDU]"
257,10.247827,192.168.80.16,,192.168.80.17,,SMB,1323,"Trans2 Secondary Request, FID: 0x0000"
258,10.247864,192.168.80.17,445,192.168.80.16,37997,TCP,66,445 -> 37997 [ACK] Seq=429 Ack=66591 Win=66560 Len=0 TSval=81756 TSecr=2580208509
259,10.24801,192.168.80.17,,192.168.80.16,,SMB,158,"Trans2 Response<unknown>, Error: STATUS_INVALID_PARAMETER"
260,10.248066,192.168.80.16,37997,192.168.80.17,445,TCP,66,37997 -> 445 [ACK] Seq=67848 Ack=521 Win=64128 Len=0 TSval=2580208509 TSecr=81756
261,10.251396,192.168.80.16,45037,192.168.80.17,445,TCP,1514,45037 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208513 TSecr=81751 [TCP segment of a reassembled PDU]
262,10.251533,192.168.80.16,45037,192.168.80.17,445,TCP,1514,"45037 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208513 TSecr=81751 [TCP segment of a reassembled PDU]"
263,10.251671,192.168.80.17,445,192.168.80.16,45037,TCP,66,445 -> 45037 [ACK] Seq=1 Ack=3029 Win=66560 Len=0 TSval=81756 TSecr=2580208463
264,10.251917,192.168.80.16,45037,192.168.80.17,445,TCP,90,"45037 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208513 TSecr=81756 [TCP segment of a reassembled PDU]"
265,10.25273,192.168.80.16,33757,192.168.80.17,445,TCP,1514,33757 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208514 TSecr=81751 [TCP segment of a reassembled PDU]
266,10.252923,192.168.80.17,445,192.168.80.16,33757,TCP,66,445 -> 33757 [ACK] Seq=1 Ack=1581 Win=66560 Len=0 TSval=81756 TSecr=2580208465
267,10.253118,192.168.80.16,33757,192.168.80.17,445,TCP,1514,"33757 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208514 TSecr=81751 [TCP segment of a reassembled PDU]"
268,10.253411,192.168.80.16,33757,192.168.80.17,445,TCP,90,"33757 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208515 TSecr=81756 [TCP segment of a reassembled PDU]"
269,10.25352,192.168.80.17,445,192.168.80.16,33757,TCP,66,445 -> 33757 [ACK] Seq=1 Ack=3053 Win=66560 Len=0 TSval=81756 TSecr=2580208514
270,10.253744,192.168.80.16,46399,192.168.80.17,445,TCP,1514,46399 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208515 TSecr=81752 [TCP segment of a reassembled PDU]
271,10.253782,192.168.80.16,46399,192.168.80.17,445,TCP,1514,"46399 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208515 TSecr=81752 [TCP segment of a reassembled PDU]"
272,10.253844,192.168.80.17,445,192.168.80.16,46399,TCP,66,445 -> 46399 [ACK] Seq=1 Ack=3029 Win=66560 Len=0 TSval=81756 TSecr=2580208468
273,10.254048,192.168.80.16,46399,192.168.80.17,445,TCP,90,"46399 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208515 TSecr=81756 [TCP segment of a reassembled PDU]"
274,10.254395,192.168.80.16,38671,192.168.80.17,445,TCP,1514,38671 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208516 TSecr=81752 [TCP segment of a reassembled PDU]
275,10.254538,192.168.80.17,445,192.168.80.16,38671,TCP,66,445 -> 38671 [ACK] Seq=1 Ack=1581 Win=66560 Len=0 TSval=81756 TSecr=2580208469
276,10.254779,192.168.80.16,38671,192.168.80.17,445,TCP,1514,"38671 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208516 TSecr=81752 [TCP segment of a reassembled PDU]"
277,10.256469,192.168.80.16,38671,192.168.80.17,445,TCP,90,"38671 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208518 TSecr=81756 [TCP segment of a reassembled PDU]"
278,10.256642,192.168.80.17,445,192.168.80.16,38671,TCP,66,445 -> 38671 [ACK] Seq=1 Ack=3053 Win=66560 Len=0 TSval=81757 TSecr=2580208516
279,10.25715,192.168.80.16,46793,192.168.80.17,445,TCP,1514,46793 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208518 TSecr=81752 [TCP segment of a reassembled PDU]
280,10.257176,192.168.80.16,46793,192.168.80.17,445,TCP,1514,"46793 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208518 TSecr=81752 [TCP segment of a reassembled PDU]"
281,10.257278,192.168.80.17,445,192.168.80.16,46793,TCP,66,445 -> 46793 [ACK] Seq=1 Ack=3029 Win=66560 Len=0 TSval=81757 TSecr=2580208472
282,10.25757,192.168.80.16,46793,192.168.80.17,445,TCP,90,"46793 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208519 TSecr=81757 [TCP segment of a reassembled PDU]"
283,10.257841,192.168.80.16,40065,192.168.80.17,445,TCP,1514,40065 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208519 TSecr=81752 [TCP segment of a reassembled PDU]
284,10.257877,192.168.80.16,40065,192.168.80.17,445,TCP,1514,"40065 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208519 TSecr=81752 [TCP segment of a reassembled PDU]"
285,10.257946,192.168.80.17,445,192.168.80.16,40065,TCP,66,445 -> 40065 [ACK] Seq=1 Ack=3029 Win=66560 Len=0 TSval=81757 TSecr=2580208475
286,10.258077,192.168.80.16,40065,192.168.80.17,445,TCP,90,"40065 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208519 TSecr=81757 [TCP segment of a reassembled PDU]"
287,10.258253,192.168.80.16,37219,192.168.80.17,445,TCP,1514,37219 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208520 TSecr=81752 [TCP segment of a reassembled PDU]
288,10.258272,192.168.80.16,37219,192.168.80.17,445,TCP,1514,"37219 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208520 TSecr=81752 [TCP segment of a reassembled PDU]"
289,10.258348,192.168.80.17,445,192.168.80.16,37219,TCP,66,445 -> 37219 [ACK] Seq=1 Ack=3029 Win=66560 Len=0 TSval=81757 TSecr=2580208476
290,10.258473,192.168.80.16,38491,192.168.80.17,445,TCP,1514,38491 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208520 TSecr=81753 [TCP segment of a reassembled PDU]
291,10.258731,192.168.80.17,445,192.168.80.16,38491,TCP,66,445 -> 38491 [ACK] Seq=1 Ack=1581 Win=66560 Len=0 TSval=81757 TSecr=2580208477
292,10.258866,192.168.80.16,38491,192.168.80.17,445,TCP,1514,"38491 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208520 TSecr=81753 [TCP segment of a reassembled PDU]"
293,10.259566,192.168.80.16,37219,192.168.80.17,445,TCP,90,"37219 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208521 TSecr=81757 [TCP segment of a reassembled PDU]"
294,10.259854,192.168.80.16,38491,192.168.80.17,445,TCP,90,"38491 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208521 TSecr=81757 [TCP segment of a reassembled PDU]"
295,10.260031,192.168.80.17,445,192.168.80.16,38491,TCP,66,445 -> 38491 [ACK] Seq=1 Ack=3053 Win=66560 Len=0 TSval=81757 TSecr=2580208520
296,10.260573,192.168.80.16,38951,192.168.80.17,445,TCP,1514,38951 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208522 TSecr=81753 [TCP segment of a reassembled PDU]
297,10.260616,192.168.80.16,38951,192.168.80.17,445,TCP,1514,"38951 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208522 TSecr=81753 [TCP segment of a reassembled PDU]"
298,10.260702,192.168.80.17,445,192.168.80.16,38951,TCP,66,445 -> 38951 [ACK] Seq=1 Ack=3029 Win=66560 Len=0 TSval=81757 TSecr=2580208478
299,10.261064,192.168.80.16,38951,192.168.80.17,445,TCP,90,"38951 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208522 TSecr=81757 [TCP segment of a reassembled PDU]"
300,10.261337,192.168.80.16,42577,192.168.80.17,445,TCP,1514,42577 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208523 TSecr=81753 [TCP segment of a reassembled PDU]
301,10.261394,192.168.80.16,42577,192.168.80.17,445,TCP,1514,"42577 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208523 TSecr=81753 [TCP segment of a reassembled PDU]"
302,10.261503,192.168.80.17,445,192.168.80.16,42577,TCP,66,445 -> 42577 [ACK] Seq=1 Ack=3029 Win=66560 Len=0 TSval=81757 TSecr=2580208480
303,10.261981,192.168.80.16,42577,192.168.80.17,445,TCP,90,"42577 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208523 TSecr=81757 [TCP segment of a reassembled PDU]"
304,10.262572,192.168.80.16,43009,192.168.80.17,445,TCP,1514,43009 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208524 TSecr=81753 [TCP segment of a reassembled PDU]
305,10.262631,192.168.80.16,43009,192.168.80.17,445,TCP,1514,"43009 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208524 TSecr=81753 [TCP segment of a reassembled PDU]"
306,10.262788,192.168.80.17,445,192.168.80.16,43009,TCP,66,445 -> 43009 [ACK] Seq=1 Ack=3029 Win=66560 Len=0 TSval=81757 TSecr=2580208481
307,10.263043,192.168.80.16,43009,192.168.80.17,445,TCP,90,"43009 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208524 TSecr=81757 [TCP segment of a reassembled PDU]"
308,10.263198,192.168.80.16,41991,192.168.80.17,445,TCP,1514,41991 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208524 TSecr=81753 [TCP segment of a reassembled PDU]
309,10.263325,192.168.80.17,445,192.168.80.16,41991,TCP,66,445 -> 41991 [ACK] Seq=1 Ack=1581 Win=66560 Len=0 TSval=81757 TSecr=2580208482
310,10.263494,192.168.80.16,41991,192.168.80.17,445,TCP,1514,"41991 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208524 TSecr=81753 [TCP segment of a reassembled PDU]"
311,10.26437,192.168.80.16,41991,192.168.80.17,445,TCP,90,"41991 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208526 TSecr=81757 [TCP segment of a reassembled PDU]"
312,10.264651,192.168.80.17,445,192.168.80.16,41991,TCP,66,445 -> 41991 [ACK] Seq=1 Ack=3053 Win=66560 Len=0 TSval=81757 TSecr=2580208524
313,10.26636,192.168.80.16,38293,192.168.80.17,445,TCP,1514,38293 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208528 TSecr=81755 [TCP segment of a reassembled PDU]
314,10.266527,192.168.80.17,445,192.168.80.16,38293,TCP,66,445 -> 38293 [ACK] Seq=1 Ack=1581 Win=66560 Len=0 TSval=81758 TSecr=2580208498
315,10.266798,192.168.80.16,38293,192.168.80.17,445,TCP,1514,"38293 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208528 TSecr=81755 [TCP segment of a reassembled PDU]"
316,10.267135,192.168.80.16,38293,192.168.80.17,445,TCP,90,"38293 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208528 TSecr=81758 [TCP segment of a reassembled PDU]"
317,10.267258,192.168.80.17,445,192.168.80.16,38293,TCP,66,445 -> 38293 [ACK] Seq=1 Ack=3053 Win=66560 Len=0 TSval=81758 TSecr=2580208528
318,10.268057,192.168.80.16,46377,192.168.80.17,445,TCP,1514,46377 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208529 TSecr=81755 [TCP segment of a reassembled PDU]
